ID	Customer Age (in months)	"Churn (1 = Yes, 0 = No)"	CHI Score Month 0	CHI Score 0-1	Support Cases Month 0	Support Cases 0-1	SP Month 0	SP 0-1	Logins 0-1	Blog Articles 0-1	Views 0-1	 Days Since Last Login 0-1
" 4,990 "	 4.0 	 -   	 5.0 	 5.0 	 -   	 -   	 -   	 -   	 8.0 	 -   	 2.0 	 13.0 
" 4,991 "	 4.0 	 -   	 59.0 	 -   	 1.0 	 1.0 	 3.0 	 3.0 	 (57.0)	 -   	 96.0 	 -   
" 4,992 "	 5.0 	 -   	 145.0 	 30.0 	 -   	 -   	 -   	 -   	 104.0 	 -   	 531.0 	 -   
" 4,993 "	 5.0 	 -   	 118.0 	 20.0 	 -   	 (4.0)	 -   	 (3.0)	 (18.0)	 (5.0)	 68.0 	 (1.0)
" 4,994 "	 5.0 	 -   	 -   	 -   	 1.0 	 (1.0)	 3.0 	 -   	 1.0 	 -   	 (26.0)	 (7.0)
" 4,995 "	 5.0 	 -   	 39.0 	 (2.0)	 3.0 	 2.0 	 3.0 	 -   	 41.0 	 -   	 (11.0)	 -   
" 4,996 "	 5.0 	 -   	 37.0 	 20.0 	 -   	 -   	 -   	 -   	 39.0 	 -   	 (5.0)	 (2.0)
" 4,997 "	 5.0 	 -   	 -   	 -   	 1.0 	 -   	 3.0 	 -   	 18.0 	 -   	 -   	 (8.0)
" 4,998 "	 4.0 	 -   	 76.0 	 (31.0)	 1.0 	 (1.0)	 2.0 	 (1.0)	 25.0 	 -   	 514.0 	 -   
" 4,999 "	 5.0 	 -   	 9.0 	 (8.0)	 -   	 (2.0)	 -   	 (3.0)	 (3.0)	 -   	 -   	 3.0 
" 5,000 "	 5.0 	 -   	 5.0 	 (29.0)	 -   	 (1.0)	 -   	 (3.0)	 (6.0)	 -   	 (7.0)	 4.0 
" 5,001 "	 4.0 	 -   	 86.0 	 86.0 	 -   	 -   	 -   	 -   	 37.0 	 -   	 -   	 19.0 
" 5,002 "	 5.0 	 -   	 151.0 	 5.0 	 -   	 (1.0)	 -   	 (3.0)	 4.0 	 (3.0)	 293.0 	 -   
" 5,003 "	 5.0 	 -   	 71.0 	 30.0 	 -   	 -   	 -   	 -   	 1.0 	 (1.0)	 -   	 (2.0)
" 5,004 "	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 5,005 "	 5.0 	 -   	 120.0 	 (36.0)	 -   	 (1.0)	 -   	 (3.0)	 7.0 	 (1.0)	" 1,389.0 "	 -   
" 5,006 "	 5.0 	 -   	 112.0 	 63.0 	 -   	 -   	 -   	 -   	 78.0 	 5.0 	 -   	 (2.0)
" 5,007 "	 5.0 	 -   	 26.0 	 5.0 	 4.0 	 4.0 	 3.0 	 3.0 	 23.0 	 -   	 13.0 	 -   
" 5,008 "	 4.0 	 -   	 10.0 	 -   	 -   	 -   	 -   	 -   	 60.0 	 -   	 -   	 -   
" 5,009 "	 5.0 	 -   	 75.0 	 75.0 	 6.0 	 5.0 	 3.0 	 -   	 94.0 	 2.0 	 (16.0)	 21.0 
" 5,010 "	 5.0 	 -   	 -   	 -   	 1.0 	 1.0 	 3.0 	 3.0 	 32.0 	 -   	 -   	 31.0 
" 5,011 "	 4.0 	 -   	 89.0 	 6.0 	 -   	 (2.0)	 -   	 (3.0)	 (15.0)	 1.0 	 75.0 	 -   
" 5,012 "	 5.0 	 -   	 117.0 	 (20.0)	 -   	 (2.0)	 -   	 (3.0)	 (14.0)	 (4.0)	 5.0 	 3.0 
" 5,013 "	 5.0 	 -   	 162.0 	 137.0 	 4.0 	 4.0 	 2.5 	 2.5 	 42.0 	 1.0 	 (1.0)	 5.0 
" 5,014 "	 5.0 	 -   	 134.0 	 90.0 	 2.0 	 -   	 2.5 	 (0.5)	 129.0 	 16.0 	 3.0 	 3.0 
" 5,015 "	 4.0 	 -   	 7.0 	 7.0 	 1.0 	 1.0 	 3.0 	 3.0 	 54.0 	 -   	 -   	 -   
" 5,016 "	 4.0 	 -   	 -   	 (5.0)	 -   	 -   	 -   	 -   	 (12.0)	 -   	 53.0 	 6.0 
" 5,017 "	 4.0 	 -   	 59.0 	 44.0 	 1.0 	 1.0 	 3.0 	 3.0 	 (33.0)	 1.0 	 1.0 	 -   
" 5,018 "	 5.0 	 -   	 101.0 	 50.0 	 1.0 	 (1.0)	 3.0 	 -   	 22.0 	 5.0 	 (25.0)	 -   
" 5,019 "	 5.0 	 -   	 77.0 	 42.0 	 -   	 (1.0)	 -   	 (3.0)	 11.0 	 -   	 -   	 (10.0)
" 5,020 "	 4.0 	 -   	 168.0 	 (7.0)	 -   	 (1.0)	 -   	 (3.0)	 (47.0)	 (5.0)	" 6,955.0 "	 -   
" 5,021 "	 5.0 	 -   	 56.0 	 (31.0)	 -   	 (1.0)	 -   	 (3.0)	 (42.0)	 1.0 	 29.0 	 3.0 
" 5,022 "	 5.0 	 -   	 81.0 	 16.0 	 4.0 	 (4.0)	 3.0 	 0.1 	 17.0 	 -   	 (33.0)	 3.0 
" 5,023 "	 3.0 	 -   	 103.0 	 103.0 	 3.0 	 3.0 	 2.3 	 2.3 	 60.0 	 -   	 -   	 -   
" 5,024 "	 4.0 	 -   	 5.0 	 5.0 	 1.0 	 1.0 	 3.0 	 3.0 	 70.0 	 -   	 -   	 -   
" 5,025 "	 4.0 	 -   	 68.0 	 (24.0)	 -   	 -   	 -   	 -   	 15.0 	 (1.0)	 70.0 	 -   
" 5,026 "	 5.0 	 -   	 61.0 	 2.0 	 -   	 (4.0)	 -   	 (3.0)	 (27.0)	 -   	 68.0 	 3.0 
" 5,027 "	 5.0 	 -   	 20.0 	 10.0 	 -   	 -   	 -   	 -   	 (9.0)	 -   	 1.0 	 13.0 
" 5,028 "	 5.0 	 -   	 81.0 	 71.0 	 1.0 	 1.0 	 3.0 	 3.0 	 33.0 	 4.0 	 4.0 	 1.0 
" 5,029 "	 4.0 	 -   	 123.0 	 (5.0)	 2.0 	 1.0 	 3.0 	 -   	 74.0 	 1.0 	 38.0 	 -   
" 5,030 "	 5.0 	 -   	 133.0 	 62.0 	 1.0 	 -   	 3.0 	 -   	 58.0 	 5.0 	 (5.0)	 -   
" 5,031 "	 4.0 	 -   	 45.0 	 45.0 	 3.0 	 3.0 	 3.0 	 3.0 	 54.0 	 -   	 -   	 -   
" 5,032 "	 5.0 	 -   	 122.0 	 6.0 	 4.0 	 (4.0)	 3.0 	 0.1 	 (70.0)	 -   	 (5.0)	 (1.0)
" 5,033 "	 5.0 	 -   	 92.0 	 31.0 	 1.0 	 (3.0)	 3.0 	 -   	 (41.0)	 2.0 	 102.0 	 (1.0)
" 5,034 "	 5.0 	 -   	 233.0 	 208.0 	 -   	 -   	 -   	 -   	 397.0 	 11.0 	 2.0 	 1.0 
" 5,035 "	 5.0 	 -   	 132.0 	 132.0 	 1.0 	 -   	 3.0 	 -   	 71.0 	 -   	 35.0 	 -   
" 5,036 "	 5.0 	 -   	 131.0 	 (7.0)	 3.0 	 -   	 3.0 	 0.7 	 (23.0)	 4.0 	 43.0 	 (2.0)
" 5,037 "	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 5,038 "	 5.0 	 -   	 101.0 	 96.0 	 -   	 (1.0)	 -   	 (3.0)	 35.0 	 1.0 	 3.0 	 13.0 
" 5,039 "	 4.0 	 -   	 75.0 	 35.0 	 3.0 	 3.0 	 3.0 	 3.0 	 (63.0)	 -   	 11.0 	 3.0 
" 5,040 "	 5.0 	 -   	 -   	 (20.0)	 -   	 (2.0)	 -   	 (2.5)	 (12.0)	 -   	 (4.0)	 3.0 
" 5,041 "	 5.0 	 -   	 18.0 	 8.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 3.0 
" 5,042 "	 5.0 	 -   	 94.0 	 21.0 	 1.0 	 1.0 	 3.0 	 3.0 	 22.0 	 1.0 	 19.0 	 6.0 
" 5,043 "	 5.0 	 -   	 126.0 	 47.0 	 -   	 -   	 -   	 -   	 57.0 	 2.0 	 871.0 	 -   
" 5,044 "	 5.0 	 -   	 136.0 	 63.0 	 2.0 	 -   	 3.0 	 -   	 22.0 	 8.0 	 101.0 	 -   
" 5,045 "	 5.0 	 -   	 141.0 	 10.0 	 2.0 	 -   	 3.0 	 -   	 28.0 	 4.0 	 34.0 	 (3.0)
" 5,046 "	 4.0 	 -   	 16.0 	 -   	 1.0 	 -   	 3.0 	 -   	 (5.0)	 -   	 -   	 4.0 
" 5,047 "	 4.0 	 -   	 210.0 	 49.0 	 4.0 	 2.0 	 3.0 	 -   	 27.0 	 1.0 	 -   	 -   
" 5,048 "	 5.0 	 -   	 59.0 	 39.0 	 2.0 	 2.0 	 3.0 	 3.0 	 6.0 	 2.0 	 -   	 4.0 
" 5,049 "	 5.0 	 -   	 19.0 	 (12.0)	 3.0 	 2.0 	 3.0 	 -   	 (39.0)	 -   	 8.0 	 -   
" 5,050 "	 5.0 	 -   	 99.0 	 26.0 	 2.0 	 (3.0)	 3.0 	 -   	 21.0 	 2.0 	 27.0 	 20.0 
" 5,051 "	 5.0 	 -   	 10.0 	 (31.0)	 -   	 -   	 -   	 -   	 (2.0)	 -   	 (97.0)	 14.0 
" 5,052 "	 3.0 	 1.0 	 -   	 (40.0)	 -   	 (4.0)	 -   	 (3.0)	 (58.0)	 -   	 254.0 	 12.0 
" 5,053 "	 5.0 	 -   	 168.0 	 19.0 	 3.0 	 (7.0)	 3.0 	 -   	 38.0 	 3.0 	 28.0 	 16.0 
" 5,054 "	 5.0 	 -   	 132.0 	 (34.0)	 9.0 	 1.0 	 3.0 	 -   	 15.0 	 (6.0)	 126.0 	 1.0 
" 5,055 "	 5.0 	 -   	 154.0 	 19.0 	 5.0 	 (1.0)	 3.0 	 -   	 73.0 	 1.0 	 121.0 	 -   
" 5,056 "	 4.0 	 -   	 101.0 	 101.0 	 1.0 	 1.0 	 3.0 	 3.0 	 70.0 	 4.0 	 -   	 6.0 
" 5,057 "	 5.0 	 -   	 78.0 	 73.0 	 6.0 	 3.0 	 3.0 	 -   	 13.0 	 -   	 9.0 	 6.0 
" 5,058 "	 5.0 	 -   	 172.0 	 (29.0)	 11.0 	 (8.0)	 3.0 	 -   	 28.0 	 9.0 	 59.0 	 -   
" 5,059 "	 5.0 	 -   	 80.0 	 80.0 	 2.0 	 2.0 	 2.5 	 2.5 	 36.0 	 1.0 	 -   	 18.0 
" 5,060 "	 3.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 5,061 "	 3.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 5,062 "	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 5,063 "	 5.0 	 -   	 91.0 	 28.0 	 -   	 (2.0)	 -   	 (3.0)	 32.0 	 2.0 	 (52.0)	 -   
" 5,064 "	 5.0 	 -   	 138.0 	 47.0 	 -   	 -   	 -   	 -   	 17.0 	 1.0 	 1.0 	 (3.0)
" 5,065 "	 3.0 	 -   	 47.0 	 47.0 	 -   	 -   	 -   	 -   	 18.0 	 -   	 -   	 -   
" 5,066 "	 5.0 	 -   	 18.0 	 18.0 	 1.0 	 1.0 	 2.0 	 2.0 	 9.0 	 -   	 (5.0)	 6.0 
" 5,067 "	 5.0 	 -   	 24.0 	 (36.0)	 -   	 -   	 -   	 -   	 (9.0)	 -   	 1.0 	 4.0 
" 5,068 "	 4.0 	 -   	 54.0 	 54.0 	 6.0 	 6.0 	 3.0 	 3.0 	 72.0 	 -   	 -   	 -   
" 5,069 "	 5.0 	 -   	 102.0 	 (6.0)	 1.0 	 (5.0)	 3.0 	 0.2 	 (36.0)	 1.0 	 17.0 	 3.0 
" 5,070 "	 5.0 	 -   	 17.0 	 (38.0)	 -   	 -   	 -   	 -   	 (18.0)	 -   	 50.0 	 -   
" 5,071 "	 3.0 	 -   	 12.0 	 12.0 	 2.0 	 2.0 	 3.0 	 3.0 	 42.0 	 -   	 -   	 -   
" 5,072 "	 5.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
" 5,073 "	 5.0 	 -   	 18.0 	 18.0 	 3.0 	 -   	 3.0 	 -   	 (9.0)	 -   	 -   	 4.0 
" 5,074 "	 5.0 	 -   	 172.0 	 124.0 	 7.0 	 (3.0)	 3.0 	 -   	 24.0 	 7.0 	 613.0 	 -   
" 5,075 "	 5.0 	 -   	 149.0 	 (10.0)	 -   	 (3.0)	 -   	 (3.0)	 70.0 	 1.0 	 644.0 	 (1.0)
" 5,076 "	 4.0 	 -   	 139.0 	 (7.0)	 2.0 	 (10.0)	 3.0 	 -   	 (57.0)	 1.0 	 284.0 	 2.0 
" 5,077 "	 5.0 	 -   	 137.0 	 16.0 	 -   	 (1.0)	 -   	 (3.0)	 2.0 	 7.0 	 9.0 	 -   
" 5,078 "	 5.0 	 -   	 150.0 	 10.0 	 -   	 (1.0)	 -   	 -   	 43.0 	 -   	 906.0 	 3.0 
" 5,079 "	 5.0 	 -   	 153.0 	 61.0 	 1.0 	 (1.0)	 3.0 	 -   	 44.0 	 3.0 	 908.0 	 -   
" 5,080 "	 5.0 	 -   	 5.0 	 5.0 	 -   	 -   	 -   	 -   	 6.0 	 -   	 (41.0)	 31.0 
" 5,081 "	 5.0 	 -   	 112.0 	 52.0 	 -   	 (2.0)	 -   	 (3.0)	 (21.0)	 1.0 	 (1.0)	 (3.0)
" 5,082 "	 3.0 	 -   	 5.0 	 5.0 	 -   	 -   	 -   	 -   	 32.0 	 -   	 -   	 -   
" 5,083 "	 4.0 	 -   	 141.0 	 124.0 	 -   	 -   	 -   	 -   	 78.0 	 17.0 	 49.0 	 -   
" 5,084 "	 5.0 	 -   	 86.0 	 73.0 	 3.0 	 3.0 	 3.0 	 3.0 	 61.0 	 2.0 	 7.0 	 (10.0)
" 5,085 "	 4.0 	 -   	 140.0 	 89.0 	 6.0 	 6.0 	 3.0 	 3.0 	 164.0 	 7.0 	 1.0 	 -   
" 5,086 "	 5.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 2.0 	 -   	 -   	 31.0 
" 5,087 "	 4.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 (1.0)	 -   	 -   	 26.0 
" 5,088 "	 5.0 	 -   	 44.0 	 (9.0)	 -   	 (1.0)	 -   	 (3.0)	 (9.0)	 -   	 80.0 	 4.0 
" 5,089 "	 5.0 	 -   	 61.0 	 (11.0)	 -   	 (9.0)	 -   	 (3.0)	 (39.0)	 1.0 	 166.0 	 -   
" 5,090 "	 5.0 	 -   	 78.0 	 27.0 	 3.0 	 2.0 	 3.0 	 -   	 (1.0)	 2.0 	 (2.0)	 -   
" 5,091 "	 5.0 	 -   	 28.0 	 28.0 	 -   	 -   	 -   	 -   	 34.0 	 -   	 -   	 17.0 
" 5,092 "	 5.0 	 -   	 77.0 	 16.0 	 2.0 	 (2.0)	 2.5 	 -   	 7.0 	 2.0 	 16.0 	 1.0 
" 5,093 "	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 5,094 "	 5.0 	 -   	 -   	 -   	 -   	 (1.0)	 -   	 (3.0)	 (10.0)	 -   	 1.0 	 14.0 
" 5,095 "	 5.0 	 -   	 122.0 	 66.0 	 2.0 	 (2.0)	 3.0 	 -   	 23.0 	 4.0 	 10.0 	 1.0 
" 5,096 "	 5.0 	 -   	 33.0 	 33.0 	 -   	 -   	 -   	 -   	 8.0 	 1.0 	 -   	 3.0 
" 5,097 "	 5.0 	 -   	 57.0 	 (28.0)	 5.0 	 -   	 3.0 	 -   	 4.0 	 (1.0)	 23.0 	 -   
" 5,098 "	 5.0 	 -   	 -   	 (6.0)	 -   	 (2.0)	 -   	 (3.0)	 (32.0)	 -   	 (3.0)	 (2.0)
" 5,099 "	 5.0 	 -   	 4.0 	 (6.0)	 -   	 -   	 -   	 -   	 (6.0)	 -   	 -   	 7.0 
" 5,100 "	 5.0 	 -   	 136.0 	 17.0 	 -   	 (7.0)	 -   	 (3.0)	 (74.0)	 (1.0)	 288.0 	 -   
" 5,101 "	 5.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 (1.0)	 -   	 -   	 22.0 
" 5,102 "	 4.0 	 -   	 175.0 	 3.0 	 1.0 	 -   	 3.0 	 -   	 135.0 	 1.0 	" 11,626.0 "	 -   
" 5,103 "	 5.0 	 -   	 101.0 	 (45.0)	 3.0 	 2.0 	 3.0 	 -   	 (29.0)	 (3.0)	 52.0 	 (1.0)
" 5,104 "	 5.0 	 -   	 200.0 	 195.0 	 1.0 	 (2.0)	 3.0 	 -   	 143.0 	 2.0 	 (47.0)	 -   
" 5,105 "	 4.0 	 -   	 112.0 	 41.0 	 11.0 	 7.0 	 3.0 	 -   	 230.0 	 -   	 -   	 -   
" 5,106 "	 5.0 	 -   	 215.0 	 23.0 	 -   	 (2.0)	 -   	 (2.5)	 (111.0)	 6.0 	" 1,100.0 "	 -   
" 5,107 "	 5.0 	 -   	 148.0 	 32.0 	 -   	 (2.0)	 -   	 (3.0)	 44.0 	 2.0 	 125.0 	 2.0 
" 5,108 "	 5.0 	 -   	 149.0 	 49.0 	 1.0 	 (1.0)	 3.0 	 -   	 53.0 	 (1.0)	 161.0 	 (2.0)
" 5,109 "	 4.0 	 -   	 125.0 	 42.0 	 2.0 	 -   	 3.0 	 -   	 57.0 	 5.0 	 12.0 	 -   
" 5,110 "	 5.0 	 -   	 155.0 	 1.0 	 2.0 	 (9.0)	 3.0 	 -   	 (103.0)	 -   	 (1.0)	 -   
" 5,111 "	 5.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 (9.0)	 -   	 -   	 7.0 
" 5,112 "	 3.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 4.0 	 -   	 -   	 -   
" 5,113 "	 5.0 	 -   	 48.0 	 6.0 	 -   	 (2.0)	 -   	 (2.5)	 (7.0)	 -   	 2.0 	 1.0 
" 5,114 "	 4.0 	 -   	 105.0 	 60.0 	 1.0 	 1.0 	 3.0 	 3.0 	 14.0 	 -   	 11.0 	 -   
" 5,115 "	 5.0 	 -   	 84.0 	 84.0 	 4.0 	 4.0 	 3.0 	 3.0 	 213.0 	 -   	 -   	 1.0 
" 5,116 "	 4.0 	 -   	 108.0 	 25.0 	 5.0 	 4.0 	 3.0 	 -   	 102.0 	 -   	 32.0 	 -   
" 5,117 "	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 5,118 "	 5.0 	 -   	 198.0 	 113.0 	 4.0 	 4.0 	 3.0 	 3.0 	 170.0 	 2.0 	 37.0 	 (1.0)
" 5,119 "	 5.0 	 -   	 70.0 	 (11.0)	 -   	 -   	 -   	 -   	 (61.0)	 (3.0)	 58.0 	 2.0 
" 5,120 "	 4.0 	 -   	 129.0 	 105.0 	 6.0 	 5.0 	 3.0 	 -   	 80.0 	 6.0 	 5.0 	 -   
" 5,121 "	 4.0 	 -   	 149.0 	 96.0 	 5.0 	 4.0 	 3.0 	 -   	 52.0 	 76.0 	 -   	 -   
" 5,122 "	 5.0 	 -   	 113.0 	 67.0 	 -   	 (15.0)	 -   	 (3.0)	 (9.0)	 7.0 	 (18.0)	 -   
" 5,123 "	 5.0 	 -   	 55.0 	 40.0 	 -   	 (1.0)	 -   	 (3.0)	 (7.0)	 -   	 -   	 9.0 
" 5,124 "	 4.0 	 -   	 22.0 	 7.0 	 -   	 -   	 -   	 -   	 17.0 	 -   	 34.0 	 -   
" 5,125 "	 4.0 	 -   	 178.0 	 63.0 	 1.0 	 -   	 2.0 	 2.0 	 37.0 	 1.0 	 10.0 	 1.0 
" 5,126 "	 5.0 	 -   	 35.0 	 (26.0)	 1.0 	 (5.0)	 3.0 	 -   	 (66.0)	 -   	 158.0 	 -   
" 5,127 "	 4.0 	 -   	 145.0 	 78.0 	 4.0 	 4.0 	 3.0 	 3.0 	 6.0 	 1.0 	 176.0 	 -   
" 5,128 "	 5.0 	 -   	 92.0 	 (1.0)	 -   	 (3.0)	 -   	 (3.0)	 (11.0)	 (1.0)	 79.0 	 9.0 
" 5,129 "	 4.0 	 -   	 143.0 	 55.0 	 3.0 	 (2.0)	 2.7 	 (0.1)	 60.0 	 4.0 	 5.0 	 -   
" 5,130 "	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 5,131 "	 3.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 5,132 "	 5.0 	 -   	 102.0 	 8.0 	 1.0 	 (3.0)	 3.0 	 -   	 16.0 	 -   	 163.0 	 12.0 
" 5,133 "	 4.0 	 -   	 85.0 	 70.0 	 -   	 -   	 -   	 -   	 24.0 	 3.0 	 1.0 	 13.0 
" 5,134 "	 5.0 	 -   	 173.0 	 (25.0)	 5.0 	 (2.0)	 2.8 	 (0.2)	 (27.0)	 (1.0)	 107.0 	 -   
" 5,135 "	 5.0 	 -   	 117.0 	 20.0 	 -   	 (1.0)	 -   	 (3.0)	 35.0 	 1.0 	 178.0 	 -   
" 5,136 "	 4.0 	 -   	 167.0 	 162.0 	 5.0 	 5.0 	 3.0 	 3.0 	 25.0 	 3.0 	 3.0 	 5.0 
" 5,137 "	 4.0 	 -   	 55.0 	 (26.0)	 1.0 	 -   	 3.0 	 -   	 28.0 	 1.0 	 9.0 	 3.0 
" 5,138 "	 4.0 	 -   	 52.0 	 37.0 	 -   	 -   	 -   	 -   	 32.0 	 1.0 	 15.0 	 3.0 
" 5,139 "	 5.0 	 -   	 138.0 	 -   	 1.0 	 (2.0)	 3.0 	 -   	 22.0 	 -   	 4.0 	 4.0 
" 5,140 "	 4.0 	 -   	 1.0 	 1.0 	 -   	 -   	 -   	 -   	 26.0 	 (1.0)	 -   	 34.0 
" 5,141 "	 5.0 	 -   	 149.0 	 15.0 	 -   	 (5.0)	 -   	 (3.0)	 (21.0)	 (5.0)	 593.0 	 (2.0)
" 5,142 "	 5.0 	 -   	 86.0 	 (7.0)	 1.0 	 (2.0)	 3.0 	 -   	 2.0 	 (1.0)	 249.0 	 2.0 
" 5,143 "	 4.0 	 -   	 131.0 	 28.0 	 8.0 	 5.0 	 3.0 	 -   	 10.0 	 1.0 	 94.0 	 -   
" 5,144 "	 4.0 	 -   	 97.0 	 4.0 	 1.0 	 -   	 3.0 	 -   	 32.0 	 2.0 	 2.0 	 -   
" 5,145 "	 5.0 	 -   	 56.0 	 6.0 	 1.0 	 (1.0)	 3.0 	 -   	 (3.0)	 -   	 3.0 	 13.0 
" 5,146 "	 3.0 	 -   	 32.0 	 32.0 	 -   	 -   	 -   	 -   	 16.0 	 1.0 	 -   	 -   
" 5,147 "	 5.0 	 -   	 117.0 	 62.0 	 8.0 	 5.0 	 3.0 	 -   	 143.0 	 -   	 15.0 	 -   
" 5,148 "	 5.0 	 -   	 132.0 	 17.0 	 2.0 	 2.0 	 3.0 	 3.0 	 (39.0)	 8.0 	 23.0 	 -   
" 5,149 "	 4.0 	 -   	 -   	 (5.0)	 1.0 	 1.0 	 3.0 	 3.0 	 (7.0)	 -   	 1.0 	 -   
" 5,150 "	 4.0 	 -   	 -   	 (5.0)	 -   	 -   	 -   	 -   	 (14.0)	 -   	 125.0 	 14.0 
" 5,151 "	 4.0 	 -   	 32.0 	 12.0 	 2.0 	 2.0 	 3.0 	 3.0 	 58.0 	 -   	 7.0 	 12.0 
" 5,152 "	 4.0 	 -   	 140.0 	 109.0 	 16.0 	 8.0 	 3.0 	 -   	 47.0 	 2.0 	 -   	 3.0 
" 5,153 "	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 5,154 "	 4.0 	 -   	 60.0 	 60.0 	 2.0 	 2.0 	 2.5 	 2.5 	 52.0 	 -   	 -   	 -   
" 5,155 "	 4.0 	 -   	 91.0 	 30.0 	 1.0 	 (1.0)	 3.0 	 0.5 	 5.0 	 -   	 1.0 	 4.0 
" 5,156 "	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 5,157 "	 5.0 	 -   	 132.0 	 24.0 	 2.0 	 (5.0)	 3.0 	 -   	 98.0 	 (40.0)	" 2,408.0 "	 -   
" 5,158 "	 5.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 (11.0)	 -   	 5.0 	 20.0 
" 5,159 "	 5.0 	 -   	 121.0 	 11.0 	 -   	 (5.0)	 -   	 (3.0)	 (63.0)	 (2.0)	 422.0 	 -   
" 5,160 "	 5.0 	 -   	 108.0 	 78.0 	 1.0 	 (4.0)	 2.0 	 (0.6)	 38.0 	 4.0 	 -   	 16.0 
" 5,161 "	 4.0 	 -   	 203.0 	 9.0 	 -   	 (5.0)	 -   	 (3.0)	 16.0 	 (2.0)	 7.0 	 -   
" 5,162 "	 5.0 	 -   	 97.0 	 (22.0)	 1.0 	 1.0 	 2.0 	 2.0 	 20.0 	 2.0 	 28.0 	 -   
" 5,163 "	 3.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 5,164 "	 5.0 	 -   	 168.0 	 2.0 	 -   	 (6.0)	 -   	 (3.0)	 52.0 	 1.0 	 49.0 	 3.0 
" 5,165 "	 5.0 	 -   	 15.0 	 (38.0)	 -   	 (1.0)	 -   	 (3.0)	 (105.0)	 -   	 64.0 	 -   
" 5,166 "	 5.0 	 -   	 198.0 	 10.0 	 1.0 	 (9.0)	 3.0 	 0.1 	 (28.0)	 (2.0)	 716.0 	 -   
" 5,167 "	 5.0 	 -   	 32.0 	 22.0 	 -   	 (1.0)	 -   	 -   	 -   	 -   	 (58.0)	 4.0 
" 5,168 "	 4.0 	 -   	 20.0 	 (2.0)	 3.0 	 3.0 	 3.0 	 3.0 	 (6.0)	 -   	 82.0 	 3.0 
" 5,169 "	 4.0 	 -   	 97.0 	 97.0 	 3.0 	 3.0 	 3.0 	 3.0 	 106.0 	 34.0 	 -   	 34.0 
" 5,170 "	 5.0 	 -   	 43.0 	 32.0 	 1.0 	 (2.0)	 3.0 	 -   	 (18.0)	 -   	 121.0 	 9.0 
" 5,171 "	 5.0 	 -   	 103.0 	 (22.0)	 2.0 	 (7.0)	 3.0 	 -   	 (17.0)	 3.0 	 42.0 	 -   
" 5,172 "	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 5,173 "	 4.0 	 -   	 86.0 	 51.0 	 -   	 (1.0)	 -   	 (3.0)	 83.0 	 1.0 	 13.0 	 -   
" 5,174 "	 4.0 	 -   	 181.0 	 176.0 	 1.0 	 1.0 	 -   	 -   	 76.0 	 5.0 	 -   	 -   
" 5,175 "	 4.0 	 -   	 11.0 	 6.0 	 3.0 	 3.0 	 3.0 	 3.0 	 (1.0)	 -   	 12.0 	 3.0 
" 5,176 "	 3.0 	 -   	 53.0 	 53.0 	 -   	 -   	 -   	 -   	 16.0 	 2.0 	 -   	 -   
" 5,177 "	 5.0 	 -   	 68.0 	 38.0 	 -   	 (3.0)	 -   	 (3.7)	 (18.0)	 1.0 	 19.0 	 -   
" 5,178 "	 5.0 	 -   	 87.0 	 74.0 	 2.0 	 2.0 	 3.0 	 3.0 	 26.0 	 -   	 (1.0)	 (2.0)
" 5,179 "	 5.0 	 -   	 12.0 	 (38.0)	 2.0 	 (17.0)	 3.0 	 -   	 (29.0)	 -   	 91.0 	 11.0 
" 5,180 "	 3.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 4.0 	 -   	 -   	 -   
